-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 11/02/2000 through 11/02/2020 
Location: Latitude  3.0   Longitude 105.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.07 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
RH2M      MERRA-2 Relative Humidity at 2 Meters (%) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,WS10M,RH2M,T2M
2011,1,28,9.3,85.81,26.17
2011,1,29,10.03,86.19,26.22
2011,1,30,10.0,87.69,25.76
2011,1,31,8.87,86.12,25.9
2011,2,1,8.77,84.12,26.34
2011,2,2,8.75,84.06,26.3
2011,2,3,8.79,84.62,26.01
2011,2,4,7.01,82.25,25.95
2011,2,5,5.52,80.31,25.89
2011,2,6,5.91,78.5,25.99
2011,2,7,4.66,79.56,25.63
2011,2,8,3.71,81.31,25.55
2011,2,9,2.95,81.69,25.83
2011,2,10,3.25,83.94,26.18
2011,2,11,4.02,84.81,26.36
2011,2,12,4.22,83.75,26.48
2011,2,13,4.3,77.81,26.83
2011,2,14,4.48,83.75,26.46
2011,2,15,5.32,85.62,26.55
2011,2,16,5.42,86.31,26.52
2011,2,17,5.51,86.94,26.44
2011,2,18,5.11,86.75,26.44
2011,2,19,5.55,83.0,26.79
2011,2,20,5.67,79.5,26.51
2011,2,21,7.52,82.19,25.9
2011,2,22,6.27,86.44,26.49
2011,2,23,5.84,85.81,26.45
2011,2,24,5.55,83.06,26.84
2011,2,25,5.85,85.44,26.6
2011,2,26,6.14,85.62,26.55
2011,2,27,6.52,81.38,26.3
2011,2,28,5.09,84.38,25.99
2011,3,1,4.4,80.06,26.58
2011,3,2,4.0,80.06,26.65
2011,3,3,4.16,80.88,26.63
2011,3,4,4.8,79.88,26.92
2011,3,5,4.88,85.38,26.8
2011,3,6,3.02,84.62,26.89
2011,3,7,1.41,87.44,26.32
2011,3,8,2.91,86.88,26.63
2011,3,9,5.12,88.56,26.81
2011,3,10,6.66,88.5,26.76
2011,3,11,5.27,88.31,26.41
2011,3,12,5.06,89.5,25.99
2011,3,13,4.26,85.19,26.88
2011,3,14,4.66,86.12,26.44
2011,3,15,4.02,87.44,26.57
2011,3,16,4.95,86.19,26.88
2011,3,17,3.89,87.0,26.71
2011,3,18,4.23,86.81,26.94
2011,3,19,3.86,85.38,26.91
2011,3,20,2.33,86.69,26.56
2011,3,21,2.69,86.44,26.41
2011,3,22,2.66,85.31,26.27
2011,3,23,3.34,87.88,25.98
2011,3,24,3.48,86.12,26.62
2011,3,25,1.71,79.81,27.25
2011,3,26,2.03,78.69,27.65
2011,3,27,2.99,87.5,26.6
2011,3,28,5.64,87.81,26.63
2011,3,29,5.23,88.62,26.37
2011,3,30,4.08,88.44,26.31
2011,3,31,3.7,88.06,26.32
2011,4,1,4.25,86.06,26.59
2011,4,2,3.8,87.56,26.64
2011,4,3,4.59,88.44,26.63
2011,4,4,3.81,86.56,26.69
2011,4,5,4.24,87.75,26.66
2011,4,6,5.23,83.31,26.97
2011,4,7,5.0,76.56,27.48
2011,4,8,5.23,85.19,26.67
2011,4,9,4.12,84.62,26.94
2011,4,10,5.38,85.62,27.12
2011,4,11,5.02,84.88,27.02
2011,4,12,5.15,84.0,27.12
2011,4,13,4.75,81.5,27.34
2011,4,14,4.51,84.5,27.19
2011,4,15,3.98,82.69,27.43
2011,4,16,2.29,78.5,27.65
2011,4,17,2.5,79.94,27.87
2011,4,18,2.85,83.5,27.62
2011,4,19,1.43,80.5,27.98
2011,4,20,3.32,82.44,27.93
2011,4,21,2.46,79.75,27.76
2011,4,22,3.41,80.56,28.06
2011,4,23,3.15,76.5,28.2
2011,4,24,4.35,80.44,27.88
2011,4,25,4.03,83.12,27.82
2011,4,26,2.95,78.62,28.31
2011,4,27,3.37,80.38,28.26
2011,4,28,2.3,79.56,28.12
2011,4,29,1.7,78.0,27.94
2011,4,30,1.45,77.81,27.97
2011,5,1,1.32,80.62,27.7
2011,5,2,2.96,79.12,27.74
2011,5,3,1.65,75.06,27.9
2011,5,4,1.04,75.38,28.23
2011,5,5,1.84,79.69,28.12
2011,5,6,2.38,81.06,28.3
2011,5,7,2.84,81.0,28.8
2011,5,8,1.84,78.12,29.19
2011,5,9,3.41,82.81,29.21
2011,5,10,3.35,83.81,29.09
2011,5,11,2.27,84.5,28.52
2011,5,12,3.7,80.5,28.78
2011,5,13,2.52,79.0,28.73
2011,5,14,2.64,83.06,28.23
2011,5,15,3.03,82.44,28.01
2011,5,16,2.14,78.19,28.32
2011,5,17,1.31,73.94,28.48
2011,5,18,1.88,74.62,28.78
2011,5,19,2.6,78.0,28.8
2011,5,20,2.72,79.38,28.63
2011,5,21,3.26,81.44,28.56
2011,5,22,4.46,82.12,28.68
2011,5,23,4.77,83.12,28.73
2011,5,24,4.03,82.69,28.87
2011,5,25,3.77,84.12,28.5
2011,5,26,2.02,81.81,28.48
2011,5,27,1.8,79.75,28.27
2011,5,28,3.98,82.56,28.76
2011,5,29,3.86,82.5,28.66
2011,5,30,4.21,82.69,28.88
2011,5,31,3.64,82.06,28.69
2011,6,1,2.34,81.88,28.55
2011,6,2,2.45,80.38,28.82
2011,6,3,2.46,81.38,28.82
2011,6,4,2.34,78.94,28.93
2011,6,5,4.04,83.5,28.54
2011,6,6,5.09,81.94,28.14
2011,6,7,3.1,78.06,28.92
2011,6,8,4.24,79.5,29.08
2011,6,9,4.52,84.88,28.46
2011,6,10,3.22,82.38,28.33
2011,6,11,1.54,80.88,27.43
2011,6,12,1.86,82.19,27.99
2011,6,13,2.52,81.5,28.09
2011,6,14,2.29,80.62,27.96
2011,6,15,3.32,81.81,28.37
2011,6,16,2.55,83.62,27.73
2011,6,17,6.23,81.94,28.94
2011,6,18,5.45,83.5,28.48
2011,6,19,4.43,82.25,28.55
2011,6,20,5.23,82.94,28.66
2011,6,21,5.14,84.38,28.7
2011,6,22,4.79,84.56,28.58
2011,6,23,6.09,83.31,28.76
2011,6,24,6.7,79.19,29.03
2011,6,25,6.16,84.12,28.75
2011,6,26,5.18,82.56,28.66
2011,6,27,3.55,82.06,28.44
2011,6,28,5.33,80.75,28.69
2011,6,29,4.84,80.75,28.69
2011,6,30,6.62,79.44,28.81
2011,7,1,5.28,76.81,28.78
2011,7,2,4.16,81.06,28.29
2011,7,3,2.85,80.56,28.08
2011,7,4,3.01,82.19,28.31
2011,7,5,4.63,82.12,28.64
2011,7,6,4.61,80.38,28.76
2011,7,7,5.07,78.25,29.06
2011,7,8,5.03,79.5,28.91
2011,7,9,5.59,81.19,28.84
2011,7,10,4.79,81.62,28.67
2011,7,11,5.97,83.81,28.56
2011,7,12,6.53,79.0,28.94
2011,7,13,5.09,79.19,29.01
2011,7,14,4.33,81.62,28.65
2011,7,15,4.11,86.06,27.87
2011,7,16,5.99,81.62,27.8
2011,7,17,5.74,82.44,28.15
2011,7,18,4.71,81.44,28.45
2011,7,19,5.55,81.94,28.58
2011,7,20,5.21,85.25,28.31
2011,7,21,3.51,84.31,28.11
2011,7,22,2.43,84.0,27.67
2011,7,23,2.7,82.5,27.65
2011,7,24,3.73,81.69,28.3
2011,7,25,3.45,83.12,28.01
2011,7,26,4.45,82.75,28.32
2011,7,27,4.22,82.12,28.31
2011,7,28,6.5,81.25,28.49
2011,7,29,6.91,79.5,28.7
2011,7,30,7.18,80.12,28.57
2011,7,31,6.41,79.06,28.4
2011,8,1,5.84,81.69,28.33
2011,8,2,5.16,84.38,28.19
2011,8,3,4.1,86.0,27.8
2011,8,4,3.7,84.06,27.15
2011,8,5,4.92,82.94,27.9
2011,8,6,5.72,84.25,28.21
2011,8,7,5.09,87.12,27.78
2011,8,8,4.69,84.06,27.95
2011,8,9,4.54,83.94,28.01
2011,8,10,4.45,81.38,28.3
2011,8,11,4.23,79.31,28.42
2011,8,12,3.18,78.5,28.4
2011,8,13,1.47,73.31,28.44
2011,8,14,1.95,75.44,28.49
2011,8,15,3.52,81.81,27.83
2011,8,16,3.56,82.31,27.72
2011,8,17,3.66,78.44,27.97
2011,8,18,3.47,80.19,28.08
2011,8,19,2.94,79.81,28.25
2011,8,20,2.13,80.5,27.49
2011,8,21,2.95,78.75,27.44
2011,8,22,4.07,77.88,28.47
2011,8,23,3.83,78.38,28.47
2011,8,24,5.42,79.19,28.69
2011,8,25,6.65,80.06,28.58
2011,8,26,6.12,80.31,28.23
2011,8,27,6.3,83.69,27.97
2011,8,28,4.9,79.56,28.59
2011,8,29,4.39,81.12,27.93
2011,8,30,4.34,77.44,28.37
2011,8,31,3.91,77.0,28.53
2011,9,1,4.5,83.06,28.26
2011,9,2,4.92,81.25,28.62
2011,9,3,5.27,81.12,28.62
2011,9,4,5.59,83.25,28.32
2011,9,5,5.98,82.81,28.46
2011,9,6,4.8,82.06,28.38
2011,9,7,4.02,80.44,28.43
2011,9,8,5.6,82.12,28.38
2011,9,9,4.8,79.81,28.5
2011,9,10,5.03,83.81,28.02
2011,9,11,6.14,82.75,28.4
2011,9,12,4.16,83.44,28.36
2011,9,13,4.07,81.25,28.37
2011,9,14,1.7,76.62,28.5
2011,9,15,3.12,82.81,27.78
2011,9,16,3.25,78.0,27.76
2011,9,17,2.45,76.62,28.15
2011,9,18,4.01,82.88,28.05
2011,9,19,3.26,79.88,27.66
2011,9,20,4.35,82.25,27.41
2011,9,21,2.5,75.88,27.44
2011,9,22,2.93,80.75,27.19
2011,9,23,2.96,76.75,28.4
2011,9,24,2.83,78.31,28.63
2011,9,25,3.3,80.56,28.5
2011,9,26,6.13,86.12,27.89
2011,9,27,6.88,79.81,28.3
2011,9,28,4.91,79.88,28.46
2011,9,29,5.32,79.75,28.9
2011,9,30,4.52,77.56,28.94
2011,10,1,3.06,77.44,28.55
2011,10,2,2.12,82.69,27.72
2011,10,3,4.14,80.19,28.62
2011,10,4,5.22,86.06,27.61
2011,10,5,3.55,85.31,26.81
2011,10,6,3.59,79.19,27.72
2011,10,7,4.6,79.75,28.32
2011,10,8,3.0,80.12,27.9
2011,10,9,4.21,85.75,27.17
2011,10,10,4.09,82.62,28.26
2011,10,11,4.98,84.31,27.73
2011,10,12,5.76,81.0,27.88
2011,10,13,3.43,75.56,28.73
2011,10,14,4.29,80.69,28.72
2011,10,15,3.88,81.56,28.55
2011,10,16,3.12,80.19,28.47
2011,10,17,3.25,79.75,28.49
2011,10,18,3.55,81.19,28.2
2011,10,19,2.0,78.31,27.22
2011,10,20,2.55,77.75,27.37
2011,10,21,2.52,81.0,27.21
2011,10,22,2.87,80.31,27.34
2011,10,23,3.38,78.31,27.66
2011,10,24,3.16,82.19,27.77
2011,10,25,2.45,82.38,27.47
2011,10,26,4.09,84.31,27.36
2011,10,27,3.15,84.5,26.96
2011,10,28,2.88,82.38,27.48
2011,10,29,4.4,82.62,28.1
2011,10,30,2.98,78.81,28.55
2011,10,31,4.42,83.25,27.94
2011,11,1,5.25,81.19,28.2
2011,11,2,3.62,83.56,27.51
2011,11,3,3.14,80.56,27.71
2011,11,4,4.44,80.12,27.65
2011,11,5,3.3,78.88,27.87
2011,11,6,5.94,80.5,28.3
2011,11,7,6.13,77.06,28.97
2011,11,8,5.2,78.0,28.65
2011,11,9,2.88,78.44,28.28
2011,11,10,2.33,75.75,28.17
2011,11,11,2.81,78.69,28.1
2011,11,12,2.95,80.62,27.94
2011,11,13,2.88,84.31,27.25
2011,11,14,3.17,84.38,26.73
2011,11,15,5.09,86.88,26.83
2011,11,16,4.55,84.5,27.14
2011,11,17,4.41,86.44,27.26
2011,11,18,2.84,83.38,27.43
2011,11,19,3.33,84.31,27.44
2011,11,20,4.85,86.5,27.51
2011,11,21,5.36,83.19,27.83
2011,11,22,5.93,87.38,27.82
2011,11,23,5.33,85.0,27.33
2011,11,24,6.44,85.62,27.51
2011,11,25,6.09,84.12,28.21
2011,11,26,4.9,84.94,28.21
2011,11,27,4.59,87.5,27.93
2011,11,28,3.36,88.25,27.51
2011,11,29,3.33,85.0,27.62
2011,11,30,5.35,88.0,27.58
2011,12,1,6.7,85.25,28.13
2011,12,2,8.93,84.62,27.76
2011,12,3,3.77,83.88,26.51
2011,12,4,4.62,83.06,26.94
2011,12,5,4.09,83.94,26.75
2011,12,6,2.03,85.0,26.43
2011,12,7,4.23,83.19,27.31
2011,12,8,3.77,80.69,27.59
2011,12,9,5.2,84.06,27.33
2011,12,10,6.92,84.06,27.51
2011,12,11,7.52,82.88,27.54
2011,12,12,7.83,83.31,26.98
2011,12,13,6.0,81.25,27.05
2011,12,14,5.7,83.69,27.07
2011,12,15,5.45,85.06,27.3
2011,12,16,5.29,85.38,27.22
2011,12,17,9.02,83.19,27.48
2011,12,18,8.75,85.5,27.37
2011,12,19,9.62,86.25,27.12
2011,12,20,7.77,86.69,26.85
2011,12,21,6.36,87.5,27.27
2011,12,22,6.91,87.25,26.78
2011,12,23,8.13,88.75,26.91
2011,12,24,10.0,87.56,26.91
2011,12,25,10.63,83.75,26.75
2011,12,26,9.43,83.94,26.76
2011,12,27,8.86,86.38,26.95
2011,12,28,10.25,87.25,26.58
2011,12,29,8.3,86.94,26.46
2011,12,30,7.02,88.75,26.55
2011,12,31,5.75,88.31,26.98
2012,1,1,4.38,86.12,26.96
2012,1,2,6.88,88.44,26.82
2012,1,3,7.3,84.38,26.87
2012,1,4,6.6,82.38,26.76
2012,1,5,7.98,85.94,26.58
2012,1,6,7.87,85.38,26.43
2012,1,7,8.54,88.75,26.24
2012,1,8,9.83,86.06,26.27
2012,1,9,9.88,86.12,26.22
2012,1,10,9.03,87.44,26.17
2012,1,11,8.29,88.25,26.15
2012,1,12,8.18,86.94,26.26
2012,1,13,6.58,87.38,25.89
2012,1,14,3.06,88.06,25.87
2012,1,15,2.1,86.5,26.45
2012,1,16,1.33,86.12,26.5
2012,1,17,1.62,85.75,26.75
2012,1,18,2.52,87.62,26.47
2012,1,19,2.7,87.0,26.35
2012,1,20,3.47,88.56,26.44
2012,1,21,3.07,85.38,26.3
2012,1,22,3.6,87.38,26.38
2012,1,23,5.2,85.94,26.69
2012,1,24,6.74,83.62,26.48
2012,1,25,6.86,86.0,26.42
2012,1,26,7.64,82.88,26.44
2012,1,27,7.05,86.0,26.23
2012,1,28,4.34,87.62,25.43
2012,1,29,4.25,88.38,25.94
2012,1,30,3.79,85.62,26.03
2012,1,31,4.8,88.81,26.09
2012,2,1,5.54,91.25,26.21
2012,2,2,5.94,90.12,26.14
2012,2,3,6.77,88.88,25.89
2012,2,4,5.68,88.5,26.12
2012,2,5,4.95,90.12,25.91
2012,2,6,4.34,87.88,26.22
2012,2,7,3.73,79.62,26.55
2012,2,8,4.84,81.25,26.44
2012,2,9,5.41,80.69,26.68
2012,2,10,5.58,87.19,26.31
2012,2,11,6.39,87.69,26.62
2012,2,12,7.48,87.56,26.86
2012,2,13,6.85,87.38,26.62
2012,2,14,5.63,86.0,26.49
2012,2,15,4.29,82.0,26.95
2012,2,16,3.09,83.06,26.74
2012,2,17,2.41,82.5,26.72
2012,2,18,3.2,86.69,26.4
2012,2,19,4.16,88.56,25.94
2012,2,20,3.81,84.0,26.48
2012,2,21,3.18,82.94,26.71
2012,2,22,4.07,85.12,26.76
2012,2,23,3.66,84.06,27.02
2012,2,24,3.98,85.19,27.12
2012,2,25,3.2,84.75,27.16
2012,2,26,3.29,83.12,27.26
2012,2,27,2.69,80.0,27.37
2012,2,28,3.97,81.88,27.41
2012,2,29,5.42,86.12,27.24
2012,3,1,5.0,86.75,26.97
2012,3,2,4.17,87.81,26.23
2012,3,3,1.77,84.5,26.33
2012,3,4,2.65,81.5,27.24
2012,3,5,2.61,81.94,27.25
2012,3,6,1.91,83.44,27.17
2012,3,7,1.81,82.19,27.37
2012,3,8,1.99,85.06,26.76
2012,3,9,1.47,80.88,26.7
2012,3,10,2.68,84.19,27.12
2012,3,11,5.85,86.12,27.39
2012,3,12,5.39,83.31,27.06
2012,3,13,7.04,82.06,27.17
2012,3,14,3.57,83.88,26.52
2012,3,15,5.9,83.75,27.26
2012,3,16,4.75,81.38,27.19
2012,3,17,3.8,81.94,27.23
2012,3,18,3.57,84.44,27.13
2012,3,19,2.73,83.75,27.26
2012,3,20,2.95,81.25,27.47
2012,3,21,2.32,80.0,27.4
2012,3,22,1.97,76.38,27.3
2012,3,23,2.29,75.12,27.76
2012,3,24,2.69,78.0,27.98
2012,3,25,4.38,83.81,27.8
2012,3,26,5.38,84.25,27.87
2012,3,27,4.68,83.62,27.87
2012,3,28,4.11,82.25,27.83
2012,3,29,3.41,82.44,27.69
2012,3,30,2.27,81.12,27.48
2012,3,31,4.02,80.19,27.94
2012,4,1,1.64,79.94,28.11
2012,4,2,3.0,83.94,27.78
2012,4,3,1.31,82.12,27.56
2012,4,4,2.41,83.06,27.33
2012,4,5,2.94,80.38,28.08
2012,4,6,2.99,82.56,27.68
2012,4,7,2.05,79.94,27.67
2012,4,8,5.09,81.5,28.01
2012,4,9,2.56,80.19,27.73
2012,4,10,1.95,82.31,27.55
2012,4,11,1.21,76.44,27.62
2012,4,12,2.05,79.25,27.76
2012,4,13,2.32,79.25,28.14
2012,4,14,2.36,82.12,27.85
2012,4,15,1.34,80.06,27.76
2012,4,16,1.38,77.06,28.48
2012,4,17,1.24,76.56,28.44
2012,4,18,1.49,76.12,28.61
2012,4,19,1.72,79.88,28.27
2012,4,20,1.75,80.25,28.39
2012,4,21,2.59,80.62,28.48
2012,4,22,3.5,79.94,28.43
2012,4,23,3.13,74.44,29.07
2012,4,24,2.53,79.75,28.5
2012,4,25,3.59,81.31,28.69
2012,4,26,4.24,79.19,29.26
2012,4,27,4.01,77.81,29.55
2012,4,28,3.49,80.5,29.35
2012,4,29,2.31,79.56,28.86
2012,4,30,2.31,77.5,28.74
2012,5,1,2.74,81.38,28.69
2012,5,2,3.33,83.56,28.69
2012,5,3,3.62,76.44,29.17
2012,5,4,3.12,76.62,29.43
2012,5,5,4.11,80.06,29.24
2012,5,6,2.11,77.75,28.62
2012,5,7,1.53,77.5,27.76
2012,5,8,1.33,79.25,28.22
2012,5,9,1.38,82.81,27.94
2012,5,10,1.84,83.19,28.24
2012,5,11,2.23,81.75,28.51
2012,5,12,3.85,79.62,29.29
2012,5,13,3.96,77.25,29.27
2012,5,14,3.81,76.88,29.65
2012,5,15,4.05,80.56,29.2
2012,5,16,4.56,82.94,28.99
2012,5,17,4.39,81.69,28.8
2012,5,18,4.2,81.56,29.07
2012,5,19,2.88,82.88,28.96
2012,5,20,1.8,77.19,28.95
2012,5,21,2.95,76.69,29.47
2012,5,22,4.18,77.5,29.97
2012,5,23,5.12,79.75,29.42
2012,5,24,5.6,78.19,29.44
2012,5,25,4.0,80.69,29.08
2012,5,26,3.38,82.19,28.9
2012,5,27,2.83,84.25,28.39
2012,5,28,1.55,76.75,28.64
2012,5,29,2.41,79.56,28.66
2012,5,30,2.6,79.5,28.58
2012,5,31,1.82,81.5,28.33
2012,6,1,1.65,77.19,28.58
2012,6,2,2.37,85.31,27.54
2012,6,3,3.44,82.38,27.76
2012,6,4,3.76,81.81,28.92
2012,6,5,3.57,84.81,28.91
2012,6,6,4.28,80.31,28.69
2012,6,7,4.74,76.69,29.72
2012,6,8,4.13,81.88,29.58
2012,6,9,6.56,79.0,28.79
2012,6,10,5.95,76.62,29.15
2012,6,11,4.67,82.06,28.98
2012,6,12,5.14,80.62,28.98
2012,6,13,4.28,81.88,28.88
2012,6,14,5.41,79.38,29.33
2012,6,15,5.69,78.88,29.47
2012,6,16,6.65,76.25,29.48
2012,6,17,7.64,74.06,29.59
2012,6,18,4.8,76.56,29.37
2012,6,19,4.07,82.62,28.56
2012,6,20,4.49,82.19,28.73
2012,6,21,4.76,82.38,28.7
2012,6,22,2.64,76.06,28.81
2012,6,23,4.16,80.25,28.91
2012,6,24,4.58,79.5,29.08
2012,6,25,4.67,79.88,28.94
2012,6,26,3.54,78.81,28.84
2012,6,27,3.96,81.25,28.68
2012,6,28,4.41,79.56,28.77
2012,6,29,5.16,78.69,29.13
2012,6,30,4.78,78.5,29.05
2012,7,1,4.8,81.62,28.8
2012,7,2,3.76,83.81,28.09
2012,7,3,4.66,81.62,28.24
2012,7,4,5.73,79.31,28.75
2012,7,5,5.56,82.62,28.15
2012,7,6,5.05,81.56,28.42
2012,7,7,4.71,79.5,28.48
2012,7,8,4.7,81.19,28.48
2012,7,9,5.24,78.69,28.62
2012,7,10,3.31,80.88,28.01
2012,7,11,3.58,84.94,27.69
2012,7,12,4.93,84.56,27.98
2012,7,13,6.28,82.38,28.12
2012,7,14,4.86,82.44,27.98
2012,7,15,3.66,81.31,27.76
2012,7,16,3.2,78.38,28.02
2012,7,17,4.79,80.75,28.22
2012,7,18,3.58,76.19,27.93
2012,7,19,2.47,77.5,27.66
2012,7,20,3.65,76.56,27.99
2012,7,21,4.66,83.06,28.4
2012,7,22,4.58,81.56,28.55
2012,7,23,6.51,80.56,28.63
2012,7,24,6.65,77.81,28.69
2012,7,25,6.12,79.44,28.48
2012,7,26,6.42,81.12,28.44
2012,7,27,6.48,83.69,28.3
2012,7,28,5.49,84.62,28.31
2012,7,29,5.18,79.69,28.76
2012,7,30,5.93,78.69,29.06
2012,7,31,5.88,76.62,29.14
2012,8,1,6.28,79.88,28.58
2012,8,2,5.79,80.44,28.55
2012,8,3,6.09,81.38,28.37
2012,8,4,4.68,83.5,27.95
2012,8,5,4.8,83.38,28.03
2012,8,6,5.47,85.0,28.08
2012,8,7,4.62,82.38,28.23
2012,8,8,5.9,81.62,28.31
2012,8,9,6.44,78.94,28.34
2012,8,10,5.73,82.12,28.28
2012,8,11,5.12,82.0,28.51
2012,8,12,5.32,81.19,28.43
2012,8,13,4.79,84.25,28.01
2012,8,14,5.25,82.06,28.37
2012,8,15,6.1,81.5,28.55
2012,8,16,5.57,78.5,28.43
2012,8,17,5.15,81.0,28.02
2012,8,18,4.77,78.88,28.22
2012,8,19,4.06,78.81,28.26
2012,8,20,3.95,82.75,28.15
2012,8,21,4.25,82.06,28.06
2012,8,22,4.78,82.81,27.94
2012,8,23,4.16,82.56,27.94
2012,8,24,5.94,81.88,28.55
2012,8,25,3.41,82.38,28.05
2012,8,26,4.05,81.94,28.07
2012,8,27,5.16,84.5,27.62
2012,8,28,6.13,81.44,27.78
2012,8,29,4.18,82.0,27.98
2012,8,30,3.66,84.5,27.54
2012,8,31,4.0,79.69,27.83
2012,9,1,5.2,82.44,28.27
2012,9,2,5.81,81.19,28.33
2012,9,3,5.32,81.31,28.17
2012,9,4,4.22,84.19,27.77
2012,9,5,5.99,85.69,27.09
2012,9,6,5.03,86.0,27.45
2012,9,7,4.08,80.25,27.67
2012,9,8,2.95,83.75,27.06
2012,9,9,2.85,80.0,27.14
2012,9,10,3.62,82.44,27.23
2012,9,11,4.8,83.88,27.6
2012,9,12,4.76,79.94,28.24
2012,9,13,4.78,79.88,28.31
2012,9,14,4.16,80.12,28.12
2012,9,15,3.59,80.81,28.54
2012,9,16,3.3,80.31,28.52
2012,9,17,2.3,81.44,27.95
2012,9,18,2.87,81.25,28.23
2012,9,19,3.18,81.56,28.54
2012,9,20,2.15,78.06,28.37
2012,9,21,2.95,76.25,28.48
2012,9,22,3.62,84.25,27.9
2012,9,23,4.52,81.25,28.67
2012,9,24,4.98,79.81,28.77
2012,9,25,4.6,81.12,28.49
2012,9,26,4.61,85.12,27.76
2012,9,27,4.45,81.94,27.94
2012,9,28,4.2,81.69,27.87
2012,9,29,3.67,79.5,28.01
2012,9,30,4.17,78.88,28.26
2012,10,1,2.73,80.06,28.34
2012,10,2,1.97,83.81,27.37
2012,10,3,3.09,78.62,28.65
2012,10,4,3.5,79.81,28.8
2012,10,5,2.81,81.69,27.74
2012,10,6,3.64,80.19,28.36
2012,10,7,4.48,83.5,27.98
2012,10,8,3.87,76.44,28.84
2012,10,9,2.16,77.06,28.31
2012,10,10,2.65,79.38,28.06
2012,10,11,3.6,79.44,28.49
2012,10,12,2.99,78.25,28.5
2012,10,13,2.2,79.25,28.07
2012,10,14,1.5,81.44,27.44
2012,10,15,1.32,79.25,27.74
2012,10,16,1.84,78.5,28.09
2012,10,17,2.65,79.5,28.15
2012,10,18,2.45,82.19,27.69
2012,10,19,1.57,79.12,27.33
2012,10,20,3.08,82.19,27.65
2012,10,21,3.01,83.44,27.1
2012,10,22,5.23,82.38,27.69
2012,10,23,3.53,82.12,28.0
2012,10,24,1.97,80.31,28.0
2012,10,25,4.04,81.19,28.3
2012,10,26,4.52,77.75,28.2
2012,10,27,2.84,76.81,27.94
2012,10,28,3.2,74.75,28.38
2012,10,29,3.26,79.69,28.4
2012,10,30,3.19,84.12,27.46
2012,10,31,2.59,84.38,27.13
2012,11,1,1.35,80.75,26.96
2012,11,2,2.34,80.38,27.71
2012,11,3,2.27,84.62,27.06
2012,11,4,2.96,84.31,27.43
2012,11,5,2.21,84.25,26.95
2012,11,6,2.89,82.06,27.08
2012,11,7,3.97,79.75,27.94
2012,11,8,3.02,81.31,28.01
2012,11,9,3.34,82.88,28.35
2012,11,10,2.59,84.38,27.64
2012,11,11,1.77,82.5,27.33
2012,11,12,1.55,80.56,27.72
2012,11,13,4.39,81.81,27.82
2012,11,14,3.04,79.19,27.84
2012,11,15,1.04,73.19,28.41
2012,11,16,2.1,77.06,28.53
2012,11,17,2.64,79.94,28.59
2012,11,18,3.59,81.56,28.41
2012,11,19,2.06,77.88,27.96
2012,11,20,1.49,77.12,28.01
2012,11,21,1.56,81.25,27.69
2012,11,22,1.62,80.81,27.98
2012,11,23,1.71,78.81,28.23
2012,11,24,3.35,84.31,27.47
2012,11,25,1.21,81.06,27.19
2012,11,26,1.23,81.69,27.62
2012,11,27,1.84,81.5,27.7
2012,11,28,2.04,81.69,27.92
2012,11,29,3.1,85.56,27.6
2012,11,30,2.82,82.0,28.19
2012,12,1,2.76,83.38,28.02
2012,12,2,3.88,82.56,27.94
2012,12,3,3.49,83.88,26.57
2012,12,4,3.12,79.31,27.48
2012,12,5,3.62,80.62,27.58
2012,12,6,4.51,86.12,27.56
2012,12,7,4.93,81.31,27.94
2012,12,8,4.8,81.81,27.97
2012,12,9,3.26,80.44,27.62
2012,12,10,3.2,84.38,27.32
2012,12,11,2.74,84.19,27.4
2012,12,12,5.81,84.75,27.94
2012,12,13,5.56,86.0,27.3
2012,12,14,5.27,86.12,27.87
2012,12,15,3.81,85.44,27.65
2012,12,16,3.14,85.75,27.09
2012,12,17,5.12,85.62,27.59
2012,12,18,4.09,85.81,27.37
2012,12,19,4.73,84.56,27.19
2012,12,20,5.82,86.56,27.76
2012,12,21,4.77,85.75,27.74
2012,12,22,4.95,86.69,26.92
2012,12,23,7.6,86.19,27.41
2012,12,24,8.59,80.25,27.78
2012,12,25,4.91,80.88,27.26
2012,12,26,4.72,83.5,26.82
2012,12,27,5.86,85.75,27.56
2012,12,28,5.96,87.25,27.47
2012,12,29,5.05,86.69,27.74
2012,12,30,3.6,87.5,27.23
2012,12,31,5.4,88.44,27.36
2013,1,1,4.03,87.0,27.14
2013,1,2,4.34,82.25,27.98
2013,1,3,5.05,89.12,27.46
2013,1,4,5.25,85.81,27.58
2013,1,5,5.88,78.81,28.11
2013,1,6,5.2,82.69,27.71
2013,1,7,7.15,80.38,28.13
2013,1,8,8.17,83.62,27.37
2013,1,9,6.84,84.62,26.52
2013,1,10,5.54,88.25,26.13
2013,1,11,6.21,83.88,27.1
2013,1,12,6.34,81.88,27.44
2013,1,13,5.55,82.94,27.25
2013,1,14,6.52,80.62,27.43
2013,1,15,6.8,78.81,27.44
2013,1,16,7.62,78.31,27.22
2013,1,17,7.52,80.0,27.12
